"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"sense_intronic"	"sense_overlapping"	"miRNA"	"rRNA"	"snRNA"	"snoRNA"	"vaultRNA"	"macro_lncRNA"	"unprocessed_pseudogene"	"TEC"	"misc_RNA"	"processed_transcript"	"bidirectional_promoter_lncRNA"	"transcribed_unprocessed_pseudogene"	"unitary_pseudogene"	"transcribed_unitary_pseudogene"	"polymorphic_pseudogene"	"IG_V_gene"	"pseudogene"	"ribozyme"	"sRNA"	"non_coding"	"scaRNA"	"IG_C_pseudogene"
"6218"	"OPN1SW"	3299	"protein_coding"	20	2	15	1	0	3	0	0	0	2	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6220"	"EXOC4"	813516	"protein_coding"	7	3	5	0	0	2	0	0	2	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6222"	"GIMAP4"	6678	"protein_coding"	26	3	8	0	0	2	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6224"	"MKRN1"	26529	"protein_coding"	10	1	4	0	0	0	0	0	0	2	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6226"	"KRBA1"	19794	"protein_coding"	10	3	2	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6228"	"ACTR3B"	95629	"protein_coding"	3	0	7	1	0	1	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6230"	"HILPDA"	2569	"protein_coding"	19	1	10	0	0	5	0	0	2	2	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6232"	"SRPK2"	288604	"protein_coding"	8	5	9	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6234"	"TES"	48290	"protein_coding"	5	4	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6236"	"FAM86B2"	10729	"protein_coding"	11	2	13	1	0	5	0	0	3	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6238"	"TMEM168"	28210	"protein_coding"	7	1	3	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6240"	"SLC12A9"	40189	"protein_coding"	42	7	3	0	0	2	0	0	3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6242"	"TRIM4"	42642	"protein_coding"	45	4	3	0	0	0	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6244"	"TMEM209"	43055	"protein_coding"	14	6	2	0	0	2	0	0	4	3	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6246"	"ZC3HAV1L"	10323	"protein_coding"	14	1	10	0	0	0	0	0	0	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6248"	"NCAPG2"	73518	"protein_coding"	5	2	2	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6250"	"DENND2A"	155573	"protein_coding"	12	1	6	0	0	0	0	0	0	2	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6251"	"MCPH1"	241912	"protein_coding"	7	2	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6253"	"FBXO25"	71539	"protein_coding"	6	3	4	1	0	5	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6255"	"LONRF1"	34179	"protein_coding"	5	0	7	0	0	5	0	0	3	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6257"	"AGPAT5"	51309	"protein_coding"	11	3	10	0	0	3	0	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6259"	"NUP205"	90838	"protein_coding"	12	4	4	0	0	2	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6261"	"PAXIP1"	59397	"protein_coding"	6	5	0	0	0	8	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6263"	"BRAF"	205601	"protein_coding"	9	1	7	0	0	1	0	0	0	2	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6265"	"TSPAN33"	24805	"protein_coding"	18	2	14	1	0	3	0	0	0	2	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6267"	"CPA2"	22971	"protein_coding"	14	6	2	0	0	2	0	0	4	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6269"	"DYNC1I1"	337816	"protein_coding"	9	2	4	0	0	1	0	0	1	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6271"	"FAM131B"	9370	"protein_coding"	24	5	6	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6273"	"PPP1R35"	1283	"protein_coding"	45	7	3	0	0	1	0	0	6	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6275"	"ZNF394"	13805	"protein_coding"	29	3	3	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6277"	"ORAI2"	23715	"protein_coding"	23	2	2	0	0	0	1	1	4	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6279"	"SH2B2"	36620	"protein_coding"	22	3	2	0	0	0	1	1	4	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6281"	"FBXL13"	261613	"protein_coding"	30	3	6	0	0	0	0	1	3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6283"	"PSMC2"	25141	"protein_coding"	10	2	5	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6285"	"BMT2"	120769	"protein_coding"	7	1	4	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6287"	"SLC13A4"	48021	"protein_coding"	9	3	3	0	0	2	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6289"	"LMTK2"	102748	"protein_coding"	9	1	9	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6291"	"ORC5"	81706	"protein_coding"	3	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6293"	"NOS3"	23593	"protein_coding"	31	5	8	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6295"	"SLC4A2"	19317	"protein_coding"	31	5	6	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6297"	"TMUB1"	2466	"protein_coding"	30	5	6	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6299"	"MCM7"	9212	"protein_coding"	41	7	3	0	0	1	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6301"	"ZSCAN21"	15264	"protein_coding"	40	6	2	0	0	1	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6303"	"TSC22D4"	15920	"protein_coding"	47	7	3	0	0	1	0	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6305"	"COPS6"	3246	"protein_coding"	41	7	3	0	0	1	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6307"	"TRIM56"	12528	"protein_coding"	32	5	3	0	0	2	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6309"	"ZNF212"	15958	"protein_coding"	12	1	4	0	0	2	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6311"	"TCAF2"	109457	"protein_coding"	28	5	8	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6313"	"ARMC10"	24883	"protein_coding"	18	2	6	0	0	0	0	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6315"	"SOX7"	6744	"protein_coding"	8	2	2	0	0	5	4	1	3	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6317"	"ATP6V0E2"	7730	"protein_coding"	14	5	0	0	0	5	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6319"	"POP7"	1442	"protein_coding"	41	6	3	0	0	1	0	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6321"	"ZNF596"	32566	"protein_coding"	6	3	4	1	0	4	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6323"	"TNKS"	226432	"protein_coding"	4	3	2	0	0	9	0	0	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6325"	"FAM86B3P"	16270	"transcribed_unprocessed_pseudogene"	13	1	5	0	0	8	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6327"	"MSRA"	374623	"protein_coding"	9	4	1	0	0	4	0	1	4	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6329"	"GJC3"	6351	"protein_coding"	42	4	3	0	0	0	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6331"	"THAP5"	15207	"protein_coding"	5	0	3	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6333"	"TMEM139"	8091	"protein_coding"	23	5	5	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6335"	"GCC1"	12993	"protein_coding"	8	3	2	0	0	2	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6337"	"LSMEM1"	10209	"protein_coding"	6	1	3	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6339"	"ZNF467"	9297	"protein_coding"	9	3	2	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6341"	"CREB3L2"	127088	"protein_coding"	4	0	10	0	0	2	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6342"	"CLN8"	45933	"protein_coding"	4	1	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6344"	"OR7E38P"	984	"unprocessed_pseudogene"	8	1	8	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6346"	"RBM33"	137034	"protein_coding"	5	2	1	0	0	8	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6348"	"C7orf61"	7656	"protein_coding"	46	7	3	0	0	1	0	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6350"	"FAM86B1"	12037	"protein_coding"	14	2	14	1	0	5	1	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6352"	"WDR86"	34818	"protein_coding"	22	6	1	0	0	0	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6354"	"ZBED6CL"	2932	"protein_coding"	22	4	8	0	0	5	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6355"	"RELN"	517732	"protein_coding"	8	0	3	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6357"	"GIMAP5"	27780	"protein_coding"	36	6	8	0	0	1	0	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6359"	"EPHB4"	24956	"protein_coding"	42	7	3	0	0	2	0	0	3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6361"	"ZNF775"	19296	"protein_coding"	20	3	8	0	0	5	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6363"	"XRCC2"	31386	"protein_coding"	3	0	7	1	0	1	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6365"	"ZKSCAN5"	30049	"protein_coding"	30	3	2	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6367"	"ZNF398"	56386	"protein_coding"	11	2	6	0	0	2	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6369"	"GAL3ST4"	9506	"protein_coding"	42	7	2	0	0	1	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6371"	"SND1"	440429	"protein_coding"	14	3	5	0	0	4	0	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6373"	"ZNF655"	18047	"protein_coding"	31	3	2	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6375"	"GSTK1"	26761	"protein_coding"	25	5	5	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6377"	"TCAF1"	50823	"protein_coding"	27	5	7	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6379"	"SMURF1"	116662	"protein_coding"	22	1	3	0	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6381"	"CAPZA2"	110979	"protein_coding"	7	8	6	0	0	1	1	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6383"	"ZNF783"	35131	"protein_coding"	14	1	4	0	0	2	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6385"	"ARHGEF34P"	14521	"unprocessed_pseudogene"	18	3	6	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6387"	"FAM71F2"	15584	"protein_coding"	19	1	15	1	0	4	0	0	1	2	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6389"	"TECPR1"	37627	"protein_coding"	9	1	9	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6391"	"RNA5SP244"	111	"rRNA"	9	3	3	0	0	2	0	0	3	2	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6393"	"GIMAP1"	7727	"protein_coding"	34	4	8	0	0	1	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6395"	"EEF1B2P6"	672	"processed_pseudogene"	3	1	9	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6397"	"REPIN1"	5855	"protein_coding"	20	3	8	0	0	5	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6399"	"SMIM30"	1895	"protein_coding"	4	0	2	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6401"	"SPDYE3"	14494	"protein_coding"	44	6	2	0	0	1	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6403"	"RPS3AP26"	783	"processed_pseudogene"	9	1	8	0	0	0	0	0	3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6405"	"AP4M1"	8796	"protein_coding"	42	7	3	0	0	1	0	0	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6407"	"FAM200A"	12228	"protein_coding"	31	3	2	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6409"	"TCAF1P1"	6800	"unprocessed_pseudogene"	23	4	8	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6411"	"PCOLCE-AS1"	14804	"antisense"	45	8	3	0	0	1	0	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6413"	"ST7-AS1"	1888	"antisense"	7	7	7	0	0	1	1	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6415"	"WEE2-AS1"	34008	"antisense"	14	4	6	0	0	2	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6417"	"LINC-PINT"	171213	"processed_transcript"	7	4	6	0	0	7	0	0	3	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6419"	"CRYZP1"	946	"processed_pseudogene"	18	2	6	0	0	0	0	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6421"	"HMGN1P18"	276	"processed_pseudogene"	6	1	4	0	0	0	0	0	0	2	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6423"	"MKLN1-AS"	18478	"processed_transcript"	2	1	9	0	0	5	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6425"	"RN7SL535P"	295	"misc_RNA"	23	5	5	0	0	1	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6427"	"KMT2E-AS1"	896	"antisense"	4	4	6	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6429"	"PRKAG2-AS1"	2181	"antisense"	8	4	5	0	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6431"	"NDUFB2-AS1"	1741	"antisense"	9	1	6	0	0	0	0	0	0	2	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6433"	"BET1P1"	358	"processed_pseudogene"	36	6	8	0	0	1	0	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6435"	"ARPC1A"	40352	"protein_coding"	26	2	3	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6437"	"RPS3AP34"	780	"processed_pseudogene"	9	2	10	0	0	5	0	0	3	2	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6439"	"STMP1"	30922	"protein_coding"	11	4	3	0	0	2	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6441"	"OR2A7"	7129	"protein_coding"	19	3	6	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6443"	"TMEM225B"	12747	"protein_coding"	35	3	2	0	0	0	0	0	3	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6445"	"MCPH1-AS1"	89734	"antisense"	11	3	9	0	0	3	0	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6447"	"WBP1LP2"	997	"processed_pseudogene"	12	5	4	0	0	0	0	0	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6449"	"CLDN23"	2168	"protein_coding"	5	2	1	1	0	10	0	0	1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6451"	"KIAA1147"	45425	"protein_coding"	14	4	7	0	0	2	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6453"	"JHDM1D-AS1"	2456	"bidirectional_promoter_lncRNA"	9	0	3	0	0	0	0	0	0	2	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6455"	"TAS2R6P"	825	"processed_pseudogene"	15	4	6	0	0	3	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6457"	"PAXIP1-AS1"	2255	"lincRNA"	6	5	0	0	0	8	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6459"	"RHOBTB2"	32782	"protein_coding"	19	9	3	0	0	3	1	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6461"	"EXTL3"	155130	"protein_coding"	9	6	5	0	0	0	3	0	1	2	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6463"	"ADGRA2"	60705	"protein_coding"	16	7	3	0	0	7	1	1	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6465"	"ANK1"	243542	"protein_coding"	13	6	5	0	0	3	1	0	3	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6467"	"NSMAF"	76340	"protein_coding"	6	1	4	0	0	1	1	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6469"	"STAU2"	327339	"protein_coding"	13	5	8	0	0	6	1	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6471"	"ADAM28"	64978	"protein_coding"	4	2	1	0	0	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6473"	"ATP6V1H"	128001	"protein_coding"	6	2	9	0	0	5	0	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6475"	"LZTS1"	57798	"protein_coding"	6	1	1	0	0	3	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6476"	"TAF2"	102088	"protein_coding"	7	0	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6478"	"MTFR1"	126527	"protein_coding"	6	1	2	0	0	6	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6480"	"POLB"	33354	"protein_coding"	14	4	5	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6482"	"PABPC1"	36993	"protein_coding"	7	3	3	0	0	8	0	1	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
