"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"
"gen11659 "	" SULT1A3 "	5082	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11660 "	" UBE2MP1 "	549	" processed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11661 "	" BEAN1-AS1 "	11434	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11662 "	" BOLA2-SMG1P6 "	11421	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11663 "	" MMP25-AS1 "	8274	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11664 "	" LINC02185 "	6736	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11665 "	" LINC02175 "	2006	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11666 "	" MIR193BHG "	29678	" lincRNA "	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen11667 "	" LINC01569 "	7964	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11668 "	" GLIS2-AS1 "	3673	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11669 "	" ZNF213-AS1 "	24422	" antisense "	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen11670 "	" SCML2P2 "	539	" processed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11671 "	" SNX29P2 "	19526	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11672 "	" DBNDD1 "	15263	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11673 "	" CAMKK1 "	34576	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11674 "	" DVL2 "	9204	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11675 "	" DHX33 "	28148	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11676 "	" YBX2 "	6363	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11677 "	" PAFAH1B1 "	92405	" protein_coding "	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11678 "	" RABEP1 "	103547	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11679 "	" GABARAPL2 "	11530	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11680 "	" EDC4 "	11480	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11681 "	" RIPOR1 "	28370	" protein_coding "	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11682 "	" PHLPP2 "	86866	" protein_coding "	2	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
"gen11683 "	" CTNS "	25074	" protein_coding "	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11684 "	" PHF23 "	4694	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11685 "	" BCAR1 "	39866	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11686 "	" CYBA "	7869	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11687 "	" KARS "	21169	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11688 "	" ADAT1 "	26319	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11689 "	" CBFB "	71942	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11690 "	" SMG6 "	243932	" protein_coding "	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11691 "	" MNT "	17058	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11692 "	" NFATC3 "	144508	" protein_coding "	1	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
"gen11693 "	" ACADVL "	8148	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11694 "	" ACAP1 "	14949	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11695 "	" DERL2 "	15560	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11696 "	" NCBP3 "	44086	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11697 "	" ATP2A3 "	40594	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11698 "	" SCARF1 "	11889	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11699 "	" ZZEF1 "	138575	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen11700 "	" VPS9D1 "	13852	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11701 "	" P2RX5 "	24205	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11702 "	" ITGAE "	86615	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11703 "	" PDPR "	48911	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11704 "	" AARS "	37248	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11705 "	" GLG1 "	159717	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11706 "	" NLRP1 "	119997	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11707 "	" PITPNM3 "	105230	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11708 "	" SPAG7 "	8646	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11709 "	" TRADD "	6118	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11710 "	" HSF4 "	5264	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11711 "	" ELMO3 "	4918	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11712 "	" NUTF2 "	25835	" protein_coding "	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11713 "	" CENPT "	19654	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11714 "	" TSNAXIP1 "	25383	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11715 "	" NFAT5 "	139572	" protein_coding "	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11716 "	" DHODH "	19076	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11717 "	" CTCF "	76778	" protein_coding "	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11718 "	" ACD "	3303	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11719 "	" PARD6A "	1832	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11720 "	" ZNF821 "	35656	" protein_coding "	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11721 "	" CYB5B "	41741	" protein_coding "	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11722 "	" PSMD7 "	9513	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11723 "	" VAC14 "	113722	" protein_coding "	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11724 "	" HAS3 "	13155	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11725 "	" TANGO6 "	241576	" protein_coding "	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0
"gen11726 "	" COG4 "	42997	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11727 "	" SLC7A6OS "	26443	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11728 "	" SLC7A6 "	37307	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11729 "	" PLA2G15 "	15758	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11730 "	" WDR59 "	128806	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11731 "	" MON1B "	11570	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11732 "	" CMC2 "	53822	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11733 "	" MLYCD "	27900	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11734 "	" HSDL1 "	23046	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11735 "	" TAF1C "	9223	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11736 "	" WFDC1 "	35205	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11737 "	" COTL1 "	52483	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11738 "	" USP10 "	79944	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11739 "	" CRISPLD2 "	100784	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11740 "	" FOXF1 "	4891	" protein_coding "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11741 "	" MTHFSD "	25059	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11742 "	" SLC7A5 "	39465	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11743 "	" FBXO31 "	65155	" protein_coding "	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11744 "	" PIEZO1 "	69882	" protein_coding "	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11745 "	" KLHDC4 "	69507	" protein_coding "	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11746 "	" ASPA "	31045	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11747 "	" P2RX1 "	19908	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11748 "	" CAMTA2 "	19660	" protein_coding "	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11749 "	" ENO3 "	9039	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11750 "	" PFN1 "	3409	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11751 "	" RNF167 "	5214	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11752 "	" SLC25A11 "	3121	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11753 "	" CHRNE "	5300	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11754 "	" NUP88 "	59197	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11755 "	" C1QBP "	16053	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11756 "	" MED31 "	8319	" protein_coding "	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11757 "	" ALOX12 "	14671	" protein_coding "	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11758 "	" EFNB3 "	6176	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11759 "	" YWHAE "	56106	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11760 "	" DPH1 "	13320	" protein_coding "	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11761 "	" SLC12A4 "	26127	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11762 "	" ENKD1 "	4320	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11763 "	" LRRC29 "	19909	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11764 "	" C16orf70 "	38581	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11765 "	" SLC25A35 "	7580	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11766 "	" EMC6 "	853	" protein_coding "	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11767 "	" METTL16 "	106329	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11768 "	" SOX15 "	1992	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11769 "	" RPAIN "	13235	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11770 "	" USP6 "	58596	" protein_coding "	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11771 "	" SHBG "	19437	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11772 "	" PLD2 "	16338	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11773 "	" CD68 "	2646	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"gen11774 "	" TXNDC17 "	3783	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11775 "	" ATP1B2 "	11141	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11776 "	" FXR2 "	23641	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11777 "	" KIF1C "	30453	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11778 "	" MPDU1 "	9260	" protein_coding "	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11779 "	" CBFA2T3 "	102346	" protein_coding "	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11780 "	" COX4I1 "	8411	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11781 "	" EMC8 "	27850	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11782 "	" GSE1 "	506679	" protein_coding "	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11783 "	" GINS2 "	13875	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11784 "	" CHMP1A "	13414	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11785 "	" RAP1GAP2 "	282034	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11786 "	" CLUH "	23277	" protein_coding "	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11787 "	" INPP5K "	22317	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11788 "	" MYBBP1A "	16734	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11789 "	" RPA1 "	70380	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11790 "	" SERPINF1 "	15615	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11791 "	" UBE2G1 "	97369	" protein_coding "	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11792 "	" EIF5A "	5464	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11793 "	" KDM6B "	14892	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11794 "	" CLEC10A "	5770	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11795 "	" XAF1 "	20200	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11796 "	" DLG4 "	29812	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11797 "	" PRMT7 "	47589	" protein_coding "	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"gen11798 "	" NIP7 "	3681	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11799 "	" TERF2 "	53010	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11800 "	" VPS4A "	15583	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11801 "	" MTSS1L "	24862	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11802 "	" KLHL36 "	19161	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11803 "	" MPHOSPH6 "	22428	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11804 "	" KIAA0513 "	66479	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11805 "	" DYNC1LI2 "	30905	" protein_coding "	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11806 "	" FHOD1 "	18271	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11807 "	" SLC9A5 "	34507	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11808 "	" DHX38 "	19350	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11809 "	" TXNL4B "	50142	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11810 "	" ZFHX3 "	1108986	" protein_coding "	0	2	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0
"gen11811 "	" ADAMTS18 "	187301	" protein_coding "	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11812 "	" NUDT7 "	19768	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11813 "	" GCSH "	14487	" protein_coding "	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11814 "	" CMTM3 "	10018	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11815 "	" CMTM2 "	8827	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11816 "	" NOL3 "	5581	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11817 "	" MAP1LC3B "	20784	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11818 "	" MBTPS1 "	63145	" protein_coding "	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11819 "	" CDH13 "	1173837	" protein_coding "	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11820 "	" ZCCHC14 "	85799	" protein_coding "	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11821 "	" TLDC1 "	77612	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11822 "	" ADAD2 "	6030	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11823 "	" OSGIN1 "	18050	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11824 "	" IRF8 "	23806	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11825 "	" DEF8 "	20135	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11826 "	" TCF25 "	40057	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11827 "	" GALNS "	43236	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11828 "	" GAS8 "	25346	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11829 "	" UTP4 "	99839	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11830 "	" RANBP10 "	83586	" protein_coding "	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11831 "	" CTRL "	4774	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11832 "	" GFOD2 "	44890	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11833 "	" NOB1 "	13073	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11834 "	" VPS53 "	213049	" protein_coding "	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11835 "	" SGSM2 "	43560	" protein_coding "	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11836 "	" PELP1 "	34563	" protein_coding "	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11837 "	" ARRB2 "	11010	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11838 "	" ZMYND15 "	6104	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11839 "	" WRAP53 "	17431	" protein_coding "	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11840 "	" MINK1 "	64673	" protein_coding "	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11841 "	" SAT2 "	1642	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11842 "	" ASGR1 "	6133	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11843 "	" TP53 "	25771	" protein_coding "	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11844 "	" PSMB6 "	2359	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11845 "	" CFDP1 "	139787	" protein_coding "	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
"gen11846 "	" ZDHHC7 "	37354	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11847 "	" CMIP "	266592	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11848 "	" C16orf74 "	61045	" protein_coding "	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11849 "	" TMED6 "	8561	" protein_coding "	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11850 "	" DDX19B "	45620	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11851 "	" ST3GAL2 "	63259	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11852 "	" FUK "	25853	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11853 "	" IL34 "	80787	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11854 "	" ZNF19 "	100534	" protein_coding "	4	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"gen11855 "	" ZC3H18 "	61585	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11856 "	" RNF166 "	9926	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11857 "	" SPATA2L "	5362	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11858 "	" ZNF276 "	20503	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11859 "	" NAE1 "	70381	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11860 "	" TPPP3 "	3726	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11861 "	" ZDHHC1 "	22414	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11862 "	" ATP6V0D1 "	43223	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11863 "	" CARMIL2 "	12650	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11864 "	" C16orf86 "	1942	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11865 "	" PSKH1 "	36406	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11866 "	" ABR "	225503	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11867 "	" MED11 "	2182	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
